"","ISO","Language.Name","Altitude","Area","Bordering.languages","Bordering.languages.km","Extended","L1.pop","Polysynthetic","Roughness","Small.family","Vehicularity"
"2860","kwf","Kwara'ae",471.6794891,674.9174593,4,0.031140109,0,32400,0,5.977975368,0,0
"2861","kwg","Sara Kaba Deme",97.29294586,7415.250708,10,0.017667602,0,40000,0,3.360317469,0,0
"2862","kwh","Kowiai",307.5950489,379.9040486,2,0.006294109,0,600,0,4.988702059,0,0
"2863","kwi","Awa-Cuaiquer",2419.908936,4052.278809,1,0.003372458,0,13000,0,6.510199547,0,0
"2864","kwj","Kwanga",608.9898071,635.5318676,9,0.074683685,0,10000,0,5.62084341,0,0
"2865","kwk","Kwak'wala",636.2739046,178.4289579,1,0.003676302,1,500,1,6.141276836,0,0
"2866","kwl","Pan",877.9816895,1582.034005,9,0.039430985,0,110000,0,5.435926914,0,0
"2867","kwm","Kwambi",187.7311198,4626.266196,2,0.006429322,0,32700,0,3.955901464,0,0
"2868","kwn","Kwangali",118.0661278,27374.59352,5,0.005842892,0,84000,0,3.736735225,0,0
"2869","kwo","Kwomtari",988.9312134,442.387856,3,0.031914454,0,600,0,6.103123665,1,0
"2870","kwp","Kodia",189.6698608,987.6564455,3,0.016415617,0,840,0,4.330052853,0,0
"2871","kwr","Kwer",2231.059855,89.60242193,3,0.075384558,0,100,0,5.87380902,0,0
"2872","kws","Kwese",390.0775757,5183.678634,6,0.008447461,0,60000,0,4.957225323,0,0
"2873","kwt","Kwesten",577.4098816,351.3250749,5,0.060906636,0,2000,0,5.764941692,0,0
"2874","kwu","Kwakum",208.499012,1257.670351,7,0.023687205,0,10000,0,4.258697629,0,0
"2875","kwv","Sara Kaba Náà",161.2044805,10027.53277,7,0.014130259,0,35000,0,3.751599709,0,0
"2876","kwx","Khirwar",548.2106934,9343.1707,4,0.008711191,0,34300,0,5.030286789,0,0
"2877","kwy","Cimbala-Cizali",490.9938965,45311.22964,11,0.007147912,0,537000,0,5.269438028,0,0
"2878","kwz","Kwadi",716.0448914,33001.3191,1,0.001011635,0,0,0,5.865175128,0,0
"2879","kxa","Kairiru",753.1196289,99.08660719,1,0.010090076,0,3200,0,5.36567688,0,0
"2880","kxb","Krobu",170.2126007,453.3010932,3,0.028308193,0,9920,0,4.189496994,0,0
"2881","kxc","Konso",1353.70813,948.2104991,5,0.031249915,0,242000,0,6.369137764,0,0
"2882","kxf","Manumanaw Karen",854.3030243,265.068559,4,0.062192389,0,10000,0,6.001437902,0,0
"2883","kxh","Karo (Ethiopia)",1192.08197,100.1524773,2,0.043699059,0,1480,0,6.184929371,0,0
"2884","kxi","Keningau Murut",945.8967285,280.7798003,4,0.05336814,0,0,0,6.378071308,0,0
"2885","kxj","Kulfa",124.7696419,1633.327105,5,0.020728172,0,7110,0,3.67289114,0,0
"2886","kxk","Lahta-Zayein Karen",873.8367004,1868.579491,0,0,0,9300,0,6.080328465,0,0
"2887","kxl","Nepali Kurux",1486.648926,230.8863634,2,0.025412723,0,28600,0,5.096989155,0,0
"2888","kxm","Northern Khmer",321.0001831,16806.54856,6,0.004717857,0,1400000,0,4.284043312,0,0
"2889","kxn","Kanowit-Tanjong Melanau",509.2700806,244.0605216,1,0.015856774,0,200,0,5.274462223,0,0
"2890","kxo","Kanoê",85.63421822,3007.908654,2,0.005671252,0,155,0,3.406349003,1,0
"2891","kxp","Wadiyara Koli",74.47328949,5460.85234,5,0.01148391,0,579000,0,3.460005522,0,0
"2892","kxq","Smärky Kanum",35.64186859,694.9545108,2,0.018139787,0,80,0,2.716600895,0,0
"2893","kxr","Lopohan",71.9605484,49.92892125,3,0.088652193,0,400,0,4.823676586,0,0
"2894","kxs","Kangjia",1272.877869,12314.4821,0,0,0,1000,0,6.436044931,0,0
"2895","kxt","Koiwat",753.1196289,454.876291,4,0.043224013,0,800,0,5.36567688,0,0
"2896","kxu","Kui (India)",603.7272949,8546.112911,2,0.005602768,0,916000,0,5.486063004,0,0
"2897","kxv","Kuvi",691.6793518,4945.522763,2,0.007648739,0,158000,0,5.757009268,0,0
"2898","kxw","Konai",2471.141968,362.7617376,6,0.079187591,0,600,0,6.605589628,0,0
"2899","kxx","Likuba",179.8525925,4142.00839,5,0.016518108,0,30200,0,3.854449689,0,0
"2900","kxy","Kayong",1120.517181,350.533722,4,0.046314207,0,25000,0,6.200793028,0,0
"2901","kxz","Kerewo",1295.200195,1334.666574,6,0.013700869,0,1090,0,5.687114239,0,0
"2902","kya","Kwaya",584.9519272,636.4604614,4,0.020643862,0,115000,0,4.817117929,0,0
"2903","kyb","Butbut Kalinga",812.8626709,61.01290482,4,0.099782258,0,15000,0,6.379081408,0,0
"2904","kyc","Kyaka",2458.823486,701.0469603,2,0.019461401,0,15400,0,6.990205526,0,0
"2905","kyd","Karey",66.68032885,12.30817933,1,0.066115026,0,610,0,3.258910537,0,0
"2906","kye","Krache",300.2672653,972.0219274,0,0,0,58000,0,4.735475779,0,0
"2907","kyf","Kouya",151.0198822,869.487239,3,0.021039344,0,10100,0,4.05508852,0,0
"2908","kyg","Keyagana",1916.283508,219.2396028,5,0.082266762,0,12300,0,6.958115339,0,0
"2909","kyh","Karok",1228.367676,65.83631401,1,0.033523509,1,12,1,6.437208176,1,0
"2910","kyi","Kiput",455.9609299,560.4173607,8,0.057455024,0,2460,0,5.545972347,0,0
"2911","kyj","Karao",830.6094971,195.2142343,4,0.068584508,0,2000,0,6.414138556,0,0
"2912","kyk","Kamayo",775.9063873,1897.242423,5,0.012051137,0,363000,0,6.303737164,0,0
"2913","kyn","Northern Binukidnon",394.9112473,3218.927282,1,0.003035769,0,15100,0,5.979360421,0,0
"2914","kyo","Klon",568.1637573,156.0395454,3,0.045639765,0,5000,0,6.116060734,0,0
"2915","kyq","Kenga",126.4101944,3461.050877,12,0.030300536,0,40000,0,3.388356566,0,0
"2916","kyr","Kuruáya",104.5325394,3859.541794,1,0.00424715,0,3,0,4.079862595,0,0
"2917","kys","Baram Kayan",657.9857178,1681.017483,3,0.013539778,0,4150,0,5.671733379,0,0
"2918","kyt","Kayagar",582.7323101,1881.814234,6,0.028488626,0,10000,0,3.482729435,0,0
"2919","kyu","Western Kayah",854.3030243,7035.28303,12,0.022677531,0,150000,0,6.001437902,0,0
"2920","kyw","Kudmali",436.5399831,3995.027261,2,0.008444585,0,37000,0,4.696227551,0,0
"2921","kyx","Rapoisi",529.6743622,412.549808,4,0.04172034,0,3500,0,6.531032801,0,0
"2922","kyy","Kambaira",1916.283508,237.0759585,0,0,0,140,0,6.958115339,0,0
"2923","kyz","Kayabí",112.4945297,7413.756234,2,0.002683403,0,1000,0,4.063276052,0,0
"2924","kza","Western Karaboro",183.5507813,293.1786767,3,0.040626352,0,30200,0,4.371095181,0,0
"2925","kzb","Kaibobo",584.4813944,145.1756373,2,0.024112896,0,500,0,6.177336375,0,0
"2926","kzc","Bondoukou Kulango",157.616272,14181.62263,7,0.009784481,0,104000,0,4.323034286,0,0
"2927","kzd","Kadai",276.0440369,195.279461,0,0,0,350,0,5.90691185,0,0
"2928","kzf","Da'a Kaili",1090.835907,2042.253402,5,0.024314011,0,55000,0,6.786196232,0,0
"2929","kzg","Kikai",86.8272934,60.13232034,0,0,0,0,0,4.83448267,0,0
"2930","kzi","Kelabit",787.934082,5140.319437,5,0.009253076,0,4640,0,5.943238974,0,0
"2931","kzk","Kazukuru",173.9344635,146.4361887,1,0.017027996,0,0,0,5.439502239,0,0
"2932","kzm","Kais",748.3078003,289.5126239,5,0.064348827,0,700,0,5.628991604,0,0
"2933","kzn","Kokola",624.8225708,3746.179803,3,0.00756761,0,280000,0,5.417250156,0,0
"2934","kzo","Kaningi",455.3654785,170.4920081,5,0.088709189,0,6000,0,4.911571503,0,0
"2935","kzp","Kaidipang",553.7558899,377.5575819,3,0.028585288,0,26600,0,6.374231815,0,0
"2936","kzq","Kaike",2999.180756,17.38639668,1,0.058033938,0,50,0,6.646631122,0,0
"2937","kzr","Karang",534.5875778,2764.745815,5,0.011762864,0,18000,0,5.015128374,0,0
"2938","kzs","Sugut Dusun",436.6037292,491.2679422,3,0.036949026,0,0,0,5.798703909,0,0
"2939","kzu","Kayupulau",1018.881248,0.046619517,0,0,0,50,0,6.221927762,0,0
"2940","kzv","Komyandaret",2189.15741,317.6589831,5,0.071745907,0,300,0,5.381336212,0,0
"2941","kzy","Kango (Tshopo District)",302.6167221,9276.978873,3,0.007536724,0,2000,0,4.471022844,0,0
"2942","kzz","Kalabra",467.0240631,1365.41311,4,0.01261217,0,3290,0,5.493963361,0,0
"2943","laa","Lapuyan Subanun",592.1953125,2357.895288,2,0.004330891,0,25000,0,6.074854374,0,0
"2944","lac","Lacandon",1140.46432,280.0315323,1,0.012896224,0,560,0,5.755760988,0,0
"2945","lad","Ladino",382.7219543,1021.43196,4,0.009487858,0,10000,0,5.97230196,0,0
"2946","lae","Pattani",3362.310303,2745.598967,6,0.029409224,0,11000,0,7.012257814,0,0
"2947","laf","Lafofa",174.4994125,396.7897048,2,0.02078134,0,600,0,3.221096754,1,0
"2948","lag","Langi",743.1786499,5762.881167,8,0.017283991,0,410000,0,5.995214105,0,0
"2949","lai","Lambya",1176.769958,2228.083961,7,0.019741493,0,102000,0,6.323767662,0,0
"2950","laj","Lango (Uganda)",611.4910583,13937.09477,7,0.010589708,0,1490000,0,4.989683151,0,0
"2951","lak","Laka (Nigeria)",705.0296631,116.7749075,4,0.088698021,0,5000,0,5.576126575,0,0
"2952","lam","Lamba",245.0968781,73643.72735,8,0.003192938,0,201000,0,4.455021858,0,0
"2953","lan","Laru (Nigeria)",192.2290497,311.8492363,3,0.019266044,0,5000,0,4.465442181,0,0
"2954","lao","Lao",956.1405029,46439.36919,32,0.006759998,0,3091600,0,5.742286682,0,1
"2955","lap","Laka (Chad)",394.0808487,7925.859475,6,0.01251976,0,57150,0,4.590770602,0,0
"2956","laq","Pubiao-Qabiao",1067.933411,366.9536121,6,0.04876827,0,708,0,6.277072271,0,0
"2957","lar","Larteh",282.1754456,74.64997489,4,0.112389207,0,74000,0,4.778396726,0,0
"2958","las","Lama (Togo)",461.5729065,20738.41134,29,0.016515813,0,177000,0,5.104887962,0,0
"2959","lat","Latin",748.7523804,21147.46461,2,0.003235986,0,0,0,6.277986288,0,0
"2960","law","Lauje",482.6442299,1516.055331,6,0.022673465,0,44000,0,6.317546844,0,0
"2961","lax","Tiwa (India)",2148.637939,2789.336612,4,0.021028297,0,27100,0,6.534326077,0,0
"2962","laz","Aribwatsa",1785.090088,171.9948553,0,0,0,0,0,7.233548403,0,0
"2963","lbb","Label",565.2432938,13.44593633,2,0.142696661,0,140,0,6.188896656,0,0
"2964","lbc","Lakkia",551.7311096,486.9657901,4,0.024283855,0,9000,0,5.646678686,0,0
"2965","lbe","Lak",373.5269623,3510.539757,9,0.010082607,0,146000,0,4.511161804,0,0
"2966","lbf","Tinani",3362.310303,2125.107654,7,0.027358338,0,23050,0,7.012257814,0,0
"2967","lbj","Leh-Kenhat",2125.78241,35118.42349,11,0.011079274,0,105000,0,6.743071079,0,0
"2968","lbm","Lodhi",556.8530884,2942.211138,6,0.020764764,0,25000,0,4.208989143,0,0
"2969","lbn","Lamet",633.25354,2385.712053,8,0.026445363,0,19900,0,6.01104784,0,0
"2970","lbo","Laven",609.1291428,2813.855494,10,0.043304902,0,28100,0,5.410788655,0,0
"2971","lbq","Wampar",1785.090088,1208.848591,5,0.032563149,0,5150,0,7.233548403,0,0
"2972","lbr","Lohorung",2185.364502,159.344939,8,0.119751481,1,3720,1,6.084828138,0,0
"2973","lbt","Lachi",1067.933411,740.3453545,6,0.043934708,0,5200,0,6.277072271,0,0
"2974","lbu","Labu",1785.090088,59.00019473,3,0.057396314,0,0,0,7.233548403,0,0
"2975","lbv","Lavatbura-Lamusong",606.6106567,363.8672618,2,0.022566213,0,1310,0,6.445653677,0,0
"2976","lbw","Tolaki",456.7139206,11215.55756,6,0.005990537,0,331000,0,5.928067207,0,0
"2977","lbx","Lawangan",288.0073547,16751.66535,12,0.011172405,0,100000,0,5.361648083,0,0
"2978","lby","Lamalama",242.7701874,4793.847019,3,0.007967704,0,19,0,4.67033124,0,0
"2979","lbz","Lardil",46.64881897,1085.92116,1,0.003351487,0,54,0,3.449180841,0,0
"2980","lcc","Legenyem",259.9832153,437.3708395,2,0.013537809,0,250,0,5.250994682,0,0
"2981","lcd","Lola",40.64036727,20.77460642,0,0,0,900,0,4.319220463,0,0
"2982","lch","Luchazi",209.0439224,61099.04459,9,0.005072917,0,429600,0,4.396074295,0,0
"2983","lcl","Lisela",894.6515503,952.5806053,1,0.003094235,0,11900,0,6.546961308,0,0
"2984","lcm","Tungag",198.5580978,1247.098796,0,0,0,12000,0,4.52098465,0,0
"2985","lcp","Western Lawa",891.5936279,1109.788906,4,0.013198414,0,8000,0,6.246346474,0,0
"2986","lcq","Luhu-Piru",501.7435875,123.0409222,3,0.032831364,0,6500,0,6.140568376,0,0
"2987","lcs","Lisabata-Nuniali",501.7435875,77.76128716,3,0.036992331,0,1830,0,6.140568376,0,0
"2988","ldb","Idun",684.9346924,93.33573988,3,0.072313795,0,78000,0,5.532274246,0,0
"2989","ldg","Lenyima",348.8528137,14.58352936,5,0.339894884,0,13000,0,4.741388559,0,0
"2990","ldh","Lamja-Dengsa-Tola",705.0296631,411.8358267,5,0.047382617,0,3420,0,5.576126575,0,0
"2991","ldi","Laari",405.9307251,5751.780714,9,0.01616201,0,90600,0,5.217046738,0,0
"2992","ldj","Lemoro",548.7653198,97.36041688,3,0.074085928,0,10000,0,5.003487428,0,0
"2993","ldk","Leelau",888.0291748,258.4659988,8,0.103832155,0,5000,0,5.457853079,0,0
"2994","ldl","Kaan",519.0105286,235.8527235,4,0.058237165,0,10000,0,5.312858264,0,0
"2995","ldm","Landoma",244.5726929,2945.121142,6,0.016408456,0,14400,0,4.37706399,0,0
"2996","ldo","Loo",707.6761475,29.57064531,5,0.234935274,0,8000,0,5.307385604,0,0
"2997","ldp","Tso",525.9998779,161.5004528,4,0.068202229,0,16000,0,5.291288614,0,0
"2998","ldq","Lufu",1055.950439,2367.951578,7,0.032969195,0,6400,0,5.800908089,0,0
"2999","lea","Lega-Shabunda",566.1135483,44384.41052,10,0.008579913,0,400000,0,5.028059125,0,0
"3000","leb","Lala-Bisa",708.1893921,79129.54414,8,0.002602434,0,353000,0,5.40939641,0,0
"3001","lec","Leco",1806.204346,406.0719005,1,0.013977653,1,20,0,5.98929882,1,0
"3002","led","Lendu",747.6508484,4377.494885,8,0.017106682,0,761100,0,5.600661278,0,0
"3003","lee","Lyélé",73.01692963,3301.941677,4,0.013133608,0,130000,0,3.616803885,0,0
"3004","lef","Lelemi",461.5729065,564.1728163,8,0.074103439,0,48900,0,5.104887962,0,0
"3005","leh","Lenje",383.1187134,30528.58216,6,0.00615848,0,128000,0,4.758023739,0,0
"3006","lei","Lemio",1796.082153,3.168751008,2,0.252390517,0,270,0,7.287487507,0,0
"3007","lej","Lengola",167.0531845,17892.82117,8,0.006795305,0,100000,0,3.967044413,0,0
"3008","lek","Leipon",65.57713509,3.949286415,0,0,0,650,0,4.870939255,0,0
"3009","lel","Lele (Democratic Republic of Congo)",191.9750595,12977.665,6,0.01170447,0,26000,0,4.353659391,0,0
"3010","lem","Nomaande",786.6901398,490.0979717,9,0.072972355,0,6000,0,5.513936996,0,0
"3011","lep","Lepcha",2267.704285,740.469164,9,0.046956418,0,60100,0,6.077709556,0,0
"3012","leq","Lembena",1605.971558,407.7218942,3,0.034357315,0,1760,0,6.177941203,0,0
"3013","ler","Lenkau",592.3810434,3.845345664,2,0.213877888,0,250,0,5.161361456,0,0
"3014","les","Lese",678.2807007,25793.9919,17,0.018844257,0,50000,0,5.513251305,0,0
"3015","let","Lesing-Gelimi",576.4456024,54.45430844,2,0.027826102,0,2000,0,6.238593578,0,0
"3016","leu","Kara (Papua New Guinea)",402.5843773,230.6662419,2,0.022932336,0,5000,0,5.483319163,0,0
"3017","lev","Western Pantar",568.1637573,353.8455738,3,0.026224813,0,10000,0,6.116060734,0,0
"3018","lew","Ledo Kaili",1090.835907,4899.494227,12,0.017157308,0,350000,0,6.786196232,0,1
"3019","lex","Luang",254.6973658,675.4881946,0,0,0,18000,0,4.939376414,0,0
"3020","ley","Lemolang",1261.949554,92.0044552,1,0.028900406,0,2000,0,6.6565274,0,0
"3021","lez","Lezgian",2643.784424,5748.563121,12,0.013976914,0,766000,0,7.20380497,0,0
"3022","lfa","Lefa",1160.120392,1365.38122,9,0.058528553,0,10000,0,5.858618736,0,0
"3023","lga","Lungga",282.933665,52.36097738,1,0.026878654,0,2770,0,5.672062238,0,0
"3024","lgb","Laghu",275.156105,125.8506411,2,0.025660043,0,3,0,5.642580271,0,0
"3025","lgg","Lugbara",607.5015055,4983.920096,7,0.018000811,0,1637000,0,5.330859502,0,0
"3026","lgh","Laghuu",917.7417603,65.421412,6,0.085324436,0,300,0,6.584017277,0,0
"3027","lgi","Lengilu",917.8824463,243.1699304,3,0.046849944,0,3,0,6.214744568,0,0
"3028","lgk","Neverver",205.1739502,69.15787478,5,0.106611765,0,1250,0,5.786854148,0,0
"3029","lgl","Wala",447.8432312,69.65555955,3,0.055060926,0,6980,0,5.977975368,0,0
"3030","lgm","Lega-Mwenga",1006.339966,9802.73535,6,0.014124198,0,44900,0,5.990531445,0,0
"3031","lgn","T'apo",621.2044118,1220.813739,3,0.021142196,0,1750,0,4.09276708,0,0
"3032","lgq","Logba",371.0193634,34.08335275,2,0.085523991,0,7500,0,4.921035767,0,0
"3033","lgr","Lengo",383.1600037,797.3477819,4,0.032597025,0,13800,0,5.952130795,0,0
"3034","lgt","Pahi",798.9605103,142.3055606,2,0.042714264,0,840,0,5.861983538,0,0
"3035","lgu","Longgu",306.9156698,286.1480984,3,0.035536901,0,1890,0,5.72791338,0,0
"3036","lgz","Ligenza",146.4344101,11804.12713,10,0.010274033,0,43000,0,4.12488842,0,0
"3037","lha","Laha (Viet Nam)",984.6083984,285.8114634,4,0.045401768,0,5690,0,6.281261921,0,0
"3038","lhh","Laha (Indonesia)",684.2754669,10.29624726,1,0.076000298,0,3890,0,6.42774415,0,0
"3039","lhi","Lahu Shi",690.1029968,1301.313194,7,0.026183028,0,192000,0,5.990604401,0,0
"3040","lhl","Lahul Lohar",2684.258057,845.7570679,3,0.026705722,0,750,0,6.88186121,0,0
"3041","lhm","Lhomi",2884.080078,1121.574218,4,0.01470698,0,3130,0,7.072667122,0,0
"3042","lhn","Lahanan",568.9240875,62.89683232,4,0.095394172,0,350,0,5.414634864,0,0
"3043","lhp","Lhokpu",2350.044067,38.76330229,2,0.076537064,0,2500,0,6.070590973,0,0
"3044","lhs","Mlahsô",1189.746246,2126.884436,1,0.004252715,0,0,0,5.761543989,0,0
"3045","lht","Lo-Toga",97.99904633,33.93405028,0,0,0,650,0,4.582336545,0,0
"3046","lhu","Lahu",721.1489868,25230.87298,27,0.010369313,0,530350,0,6.101625443,0,0
"3047","lia","West-Central Limba",361.8891703,1971.175319,4,0.014026577,0,335000,0,5.180978298,0,1
"3048","lib","Likum",71.9605484,0.734432,1,0.267812466,0,80,0,4.823676586,0,0
"3049","lic","Hlai",308.57621,14775.26743,6,0.007180743,0,667000,0,5.57076184,0,0
"3050","lid","Nyindrou",71.9605484,339.3777628,1,0.00765821,0,4200,0,4.823676586,0,0
"3051","lie","Balobo",64.61572266,1048.64658,2,0.014156902,0,8400,0,3.068231583,0,0
"3052","lif","Limbu",2267.704285,5027.150842,14,0.024052994,1,381300,1,6.077709556,0,0
"3053","lig","Ligbi",173.119194,435.7827205,5,0.033593481,0,19000,0,4.437000036,0,0
"3054","lih","Lihir",575.5392914,217.8786304,0,0,0,12600,0,4.875444531,0,0
"3055","lij","Ligurian",1325.422119,6245.190195,4,0.004882581,0,500000,0,6.550533772,0,0
"3056","lik","Liko",387.7792969,1446.936848,2,0.012979081,0,60000,0,4.666583061,0,0
"3057","lil","Lillooet",1304.658234,165.7392188,2,0.011863091,1,310,1,6.3196702,0,0
"3058","lim","Limburgan",195.8750636,6449.341745,6,0.010629117,0,1300000,0,4.232571125,0,1
"3059","lin","Lingala",405.9307251,2236.358879,7,0.026421679,0,2130600,0,5.217046738,0,1
"3060","lio","Liki",577.4098816,17.06205955,0,0,0,11,0,5.764941692,0,0
"3061","lip","Sekpele",461.5729065,54.84635212,6,0.204138495,0,23400,0,5.104887962,0,0
"3062","liq","Libido",1318.518066,581.750409,5,0.044767526,0,64400,0,6.72128129,0,0
"3063","lis","Lisu",2367.137512,33933.15822,26,0.011367761,0,942700,0,7.032032251,0,1
"3064","lit","Lithuanian",127.7694626,64946.70575,5,0.002689501,0,2800000,0,3.869241714,0,1
"3065","liu","Logorik",306.5653992,67.64419631,3,0.096444499,0,2000,0,4.566905975,0,0
"3066","liv","Liv",33.55972004,365.2154345,1,0.004759537,0,1,0,3.256431818,0,0
"3067","lix","Liabuku",152.5405731,42.85672443,2,0.066240212,0,75,0,5.39710927,0,0
"3068","liy","Banda-Bambari",186.9040298,25483.95594,8,0.007803071,0,183000,0,4.359368324,0,0
"3069","liz","Libinza",64.61572266,4070.093076,11,0.027817522,0,10000,0,3.068231583,0,0
"3070","lje","Rampi",1377.253845,1769.086051,1,0.005978664,0,10000,0,6.858096838,0,0
"3071","lji","Laiyolo",218.613163,36.75105752,1,0.024544588,0,800,0,5.060169399,0,0
"3072","ljl","Li'o",361.9415741,1868.561245,2,0.008482419,0,105000,0,5.114689469,0,0
"3073","ljp","Lampung Api",624.4837875,7315.855479,5,0.003034103,0,827000,0,5.233928204,0,0
"3074","lka","Lakalei",710.0447693,247.9554282,3,0.047939754,0,3250,0,6.284698248,0,0
"3075","lkb","Kabras",1548.248291,361.3764192,5,0.059286677,0,253000,0,6.39795804,0,0
"3076","lkc","Kucong",814.7706604,159.9246647,8,0.111841147,0,46870,0,6.319491863,0,0
"3077","lkd","Lakondê",398.9295044,166.0467698,1,0.021530273,1,1,1,5.008751869,0,0
"3078","lke","Kenyi",405.9611206,1216.351968,3,0.008833283,0,62000,0,4.291295052,0,0
"3079","lkh","Lakha",2472.864075,378.2460876,3,0.029862686,0,8000,0,6.403575182,0,0
"3080","lki","Laki",1086.362976,9562.371123,3,0.004035019,0,1000000,0,5.977362633,0,0
"3081","lkj","Remun",330.5325775,166.1479842,2,0.039049559,0,3500,0,4.820478439,0,0
"3082","lkl","Laeko-Libuat",798.9605103,32.75899675,2,0.093329912,0,720,0,5.861983538,0,0
"3083","lkn","Lakon",128.9803343,21.29396391,0,0,0,700,0,5.064426124,0,0
"3084","lko","Khayo",938.9922981,448.2228853,5,0.04535171,0,125000,0,5.148241937,0,0
"3085","lkr","Päri",348.9061432,251.9263667,0,0,0,28000,0,4.347615004,0,0
"3086","lks","Kisa",757.9358597,56.78097174,4,0.102306153,0,137000,0,4.933711648,0,0
"3087","lkt","Lakota",359.0686798,22681.72843,2,0.001741271,1,6190,1,4.799446106,0,0
"3088","lky","Lokoya",567.3527908,1345.103667,3,0.020326046,0,12400,0,5.025715232,0,0
"3089","lla","Lala-Roba",496.9773712,748.0840435,7,0.054149173,0,46000,0,5.214917302,0,0
"3090","llb","Lolo",624.8225708,9812.116429,8,0.015816925,0,162000,0,5.417250156,0,0
"3091","llc","Lele (Guinea)",381.2539368,526.0246578,1,0.008202374,0,23000,0,4.931364536,0,0
"3092","lld","Ladin",2163.963135,211.5980767,2,0.032583234,0,31000,0,6.713021278,0,0
"3093","lle","Lele (Papua New Guinea)",65.57713509,128.0073106,3,0.055500523,0,1300,0,4.870939255,0,0
"3094","llg","Lole",32.34194565,117.2216949,3,0.050263598,0,20000,0,5.410171986,0,0
"3095","llh","Lamu",1273.380981,4033.83208,3,0.012025057,0,120,0,6.658509731,0,0
"3096","lli","Teke-Laali",436.1730042,445.0587714,3,0.036708621,0,2100,0,5.169130802,0,0
"3097","llk","Lelak",455.9609299,906.4919853,0,0,0,0,0,5.545972347,0,0
"3098","lll","Lilau",1692.247772,61.15246306,4,0.117905757,0,450,0,6.021868944,1,0
"3099","llm","Lasalimu",164.5274963,65.74804203,1,0.023851892,0,1700,0,5.261827946,0,0
"3100","lln","Lele (Chad)",192.6016693,637.3875207,4,0.033942165,0,26000,0,4.147084236,0,0
"3101","llp","North Efate",128.09338,266.5833122,3,0.017676864,0,9500,0,5.000798941,0,0
"3102","llq","Lolak",516.3922348,395.5371587,1,0.011397844,0,3000,0,6.345150828,0,0
"3103","llu","Lau",471.6794891,159.2199129,3,0.020008615,0,16900,0,5.977975368,0,0
"3104","llx","Lauan",31.18080711,361.2213601,0,0,0,16000,0,2.584084988,0,0
"3105","lma","East Limba",389.239624,3671.157262,10,0.019106326,0,4600,0,5.029829502,0,0
"3106","lmb","Merei",203.6951396,73.18873066,5,0.080644435,0,400,0,5.835590839,0,0
"3107","lmc","Limilngan",146.6066806,3360.8728,5,0.019003239,0,0,0,3.987544934,1,0
"3108","lmd","Lumun",321.7355499,86.32212728,5,0.144518031,0,30000,0,4.469157696,0,0
"3109","lme","Peve",376.9195023,4899.53067,4,0.009111537,0,35720,0,4.876743317,0,0
"3110","lmf","Eastern Atadei",359.1753235,122.0721162,4,0.078402675,0,7000,0,5.88604784,0,0
"3111","lmg","Lamogai",551.6291656,1443.62756,4,0.021321134,0,3650,0,6.193855286,0,0
"3112","lmi","Lombi",367.9919078,10247.85473,4,0.006770769,0,12000,0,4.699775537,0,0
"3113","lmj","West Lembata",359.1753235,202.8809799,3,0.039629334,0,8000,0,5.88604784,0,0
"3114","lmk","Lamkang",1087.531616,265.7776649,6,0.080891575,0,10000,0,6.082821131,0,0
"3115","lml","Hano",235.062912,87.77902257,1,0.020031037,0,6500,0,5.705207348,0,1
"3116","lmn","Lambadi",332.5940857,31508.49652,1,0.001317909,0,4150000,0,4.905103326,0,0
"3117","lmo","Lombard",1953.954224,26793.49284,6,0.00687564,0,3903000,0,6.683180809,0,0
"3118","lmp","Limbum",1229.177124,2501.080795,13,0.038253371,0,73000,0,6.162100792,0,0
"3119","lmq","Lamatuka",359.1753235,61.27673901,3,0.093006355,0,4000,0,5.88604784,0,0
"3120","lmr","Peripheral Lembata",359.1753235,21.88074974,3,0.102130674,0,4000,0,5.88604784,0,0
"3121","lmu","Lamenu",209.6103821,22.42515387,2,0.081021944,0,850,0,5.640644073,0,0
"3122","lmv","Lomaiviti",364.8249664,409.3246492,0,0,0,1630,0,5.367910147,0,0
"3123","lmw","Lake Miwok",1343.893494,68.42351327,1,0.024806203,0,1,0,6.361232519,0,0
"3124","lmx","Laimbue",1106.72113,240.1956514,6,0.094394489,0,5000,0,5.925098896,0,0
"3125","lmy","Lamboya",252.0170937,167.7841361,3,0.045591566,0,25000,0,6.014419317,0,0
"3126","lna","Langbashe",178.2438965,8753.843269,14,0.018848749,0,43000,0,4.573409081,0,0
"3127","lnd","Lundayeh",840.5882975,4421.737821,9,0.01407745,0,47500,0,6.088183085,0,0
"3128","lnh","Lanoh",621.3249054,1628.346886,6,0.01929242,0,0,0,5.961712599,0,0
"3129","lni","Daantanai'",528.4359436,26.2075461,2,0.098871846,0,600,0,6.328845263,0,0
"3130","lnj","Linngithigh",144.5478573,8219.17522,2,0.005260773,0,0,0,3.877263546,0,0
"3131","lnl","South Central Banda",138.1425953,8024.456091,11,0.014909067,0,150000,0,4.288050652,0,0
"3132","lnm","Pondi",1605.971558,31.17492955,2,0.090208519,0,420,0,6.177941203,0,0
"3133","lnn","Nethalp",215.368988,71.94798575,5,0.128164635,0,340,0,5.940822124,0,0
"3134","lno","Lango (Sudan)",899.5223999,1657.720539,4,0.022544514,0,38000,0,5.818964481,0,0
